govid|english_name|email
2157|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
2292|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
2623|Maid Best Limited|info@maidbest.com.hk
2624|Maid Best Limited|info@maidbest.com.hk

2232|OEC OVERSEAS EMPLOYMENT CENTRE|kitman1000@yahoo.com
1438|J.C. SO (HONG KONG) RECRUITMENT AGENCY|kitman1000@yahoo.com

2249|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
2250|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk

2292|FIRST CAPITAL RESOURCES GROUP LIMITED|info@maidbest.com.hk
2157|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|info@maidbest.com.hk
2623|Maid Best Limited|info@maidbest.com.hk
2624|Maid Best Limited|info@maidbest.com.hk

3383|Best of Best (BOB) Employment Centre|admin@shingyan.com
2297|Best of Best (BOB) Employment Centre|admin@shingyan.com

86|D.D. Domestic Services|domestic@netvigator.com
197|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
424|Home De Fairy Consultants Limited|domestic@netvigator.com

197|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
424|Home De Fairy Consultants Limited|domestic@netvigator.com
86|D.D. Domestic Services|domestic@netvigator.com

208|Mabros Employment Agency|greattop@pacific.net.hk
70|Great Top Employment Service Centre|greattop@pacific.net.hk

292|Megasea Employment Agency Limited|info@megasea.hk
291|Megasea Employment Agency Limited|info@megasea.hk
293|Megasea Employment Agency Limited|info@megasea.hk
294|Megasea Employment Agency Limited|info@megasea.hk
3785|Megasea Employment Agency Limited|info@megasea.hk

537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

782|J C Casa Recruitment Agency|info@jccasa.com
780|J C Casa Recruitment Agency|info@jccasa.com
781|J C Casa Recruitment Agency|info@jccasa.com

1398|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1397|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1399|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1400|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com

821|A & E Employment Centre|phineng18@yahoo.com.hk
820|A & E Employment Centre|phineng18@yahoo.com.hk
822|A & E Employment Centre|phineng18@yahoo.com.hk
823|A & E Employment Centre|phineng18@yahoo.com.hk

823|A & E Employment Centre|phineng18@yahoo.com.hk
820|A & E Employment Centre|phineng18@yahoo.com.hk
821|A & E Employment Centre|phineng18@yahoo.com.hk
822|A & E Employment Centre|phineng18@yahoo.com.hk

684|Kai Sing Employment Agency|knhagency@gmail.com
1855|K & H Employment Agency|knhagency@gmail.com

1399|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1397|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1398|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com
1400|FURTHER CREATION EMPLOYMENT CENTRE|cs@furthercreation.com

1577|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1576|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1649|Hong Kong DH Employment Centre|cnc_boss_i@yahoo.com.hk

1649|Hong Kong DH Employment Centre|cnc_boss_i@yahoo.com.hk
1576|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk
1577|C & C Oversea Employment Company|cnc_boss_i@yahoo.com.hk

224|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
222|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk
223|ASIA-ONE EMPLOYMENT AGENCY|admin@asiaone.hk

573|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
572|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk
574|Jumbo International Maid Employment Agency|jumbomaid_hk@yahoo.com.hk

294|Megasea Employment Agency Limited|info@megasea.hk
291|Megasea Employment Agency Limited|info@megasea.hk
292|Megasea Employment Agency Limited|info@megasea.hk
293|Megasea Employment Agency Limited|info@megasea.hk
3785|Megasea Employment Agency Limited|info@megasea.hk

762|Arrow Employment Services|info@arrowes.hk
761|Arrow Employment Services|info@arrowes.hk

822|A & E Employment Centre|phineng18@yahoo.com.hk
820|A & E Employment Centre|phineng18@yahoo.com.hk
821|A & E Employment Centre|phineng18@yahoo.com.hk
823|A & E Employment Centre|phineng18@yahoo.com.hk

3456|SINCERE COMPANY|service@sia-sincere.com.hk
3455|SINCERE COMPANY|service@sia-sincere.com.hk
3457|SINCERE COMPANY|service@sia-sincere.com.hk
3458|SINCERE COMPANY|service@sia-sincere.com.hk

