govid|english_name|fax
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
821|A & E Employment Centre|23889057
822|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

896|STAR CARE EMPLOYMENT AGENCY|26138085
3132|STAR CARE EMPLOYMENT AGENCY|26138085
894|STAR CARE EMPLOYMENT AGENCY|26138085
895|STAR CARE EMPLOYMENT AGENCY|26138085

1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
3242|Kex Industrial Company|28697900
53|Finest International Limited|28697900
54|Finest International Limited|28697900
64|Superiority International Limited|28697900

64|Superiority International Limited|28697900
1397|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1398|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1399|FURTHER CREATION EMPLOYMENT CENTRE|28697900
1400|FURTHER CREATION EMPLOYMENT CENTRE|28697900
3242|Kex Industrial Company|28697900
53|Finest International Limited|28697900
54|Finest International Limited|28697900

2205|Ensemble Human Resources Co. Limited|21490779
3489|Ensemble Human Resources Co. Limited|21490779

1577|C & C Oversea Employment Company|24932992
1649|Hong Kong DH Employment Centre|24932992

1649|Hong Kong DH Employment Centre|24932992
1577|C & C Oversea Employment Company|24932992

2455|DIANA Human Resources|35851669
864|DK & C Employment Service Co.|35851669

3093|UNIQUE EMPLOYMENT CENTRE LIMITED|34890605
3321|O-raiser Employment Agency Company Limited|34890605

224|ASIA-ONE EMPLOYMENT AGENCY|23685555
222|ASIA-ONE EMPLOYMENT AGENCY|23685555
223|ASIA-ONE EMPLOYMENT AGENCY|23685555

864|DK & C Employment Service Co.|35851669
2455|DIANA Human Resources|35851669

762|Arrow Employment Services|23326511
761|Arrow Employment Services|23326511

822|A & E Employment Centre|23889057
2627|A&F; EMPLOYMENT CENTRE|23889057
2629|A&F; EMPLOYMENT CENTRE|23889057
2630|A&F; EMPLOYMENT CENTRE|23889057
820|A & E Employment Centre|23889057
821|A & E Employment Centre|23889057
823|A & E Employment Centre|23889057
848|AIE Employment Centre|23889057

345|Full Win Employment Agency|26680184
1757|Sands HK Employment Agency Limited|26680184

1291|Skytrend Employment Agency|34267128
3015|INDO MANPOWER INTERNATIONAL LIMITED|34267128

1757|Sands HK Employment Agency Limited|26680184
345|Full Win Employment Agency|26680184

3015|INDO MANPOWER INTERNATIONAL LIMITED|34267128
1291|Skytrend Employment Agency|34267128

3384|TAKEME EMPLOYMENT AGENCY|35655219
2733|TAKEME EMPLOYMENT AGENCY|35655219

