govid|english_name|flags
2310|S & P Employment Centre|similar agency address
2319|Wecarehelpers Employment Agency|similar money lender address
2326|VIGOR COMPANY|similar agency address,similar money lender address
2357|FUN TOP EMPLOYMENT SERVICE COMPANY|exact agency address,similar agency address,similar agency telephone,similar agency fax,similar agency email,similar money lender address
2387|KING BEST HOLDINGS LIMITED|similar agency address,similar agency fax
2402|TACKLE STAR|similar agency address,similar agency fax,similar money lender address
2403|CAREGIVER CO.|similar money lender address
2412|Modern Employment Agency Company|similar agency address,similar money lender address
2424|CAREHOUSE EMPLOYMENT COMPANY|similar agency address,similar money lender address
2431|GLORY SKY EMPLOYMENT CO.|similar agency address,similar money lender address
2446|520 Employment Agency|similar agency address,similar money lender address
2455|DIANA Human Resources|exact agency address,similar agency address,similar agency fax
2459|Emperor Tai Po Employment Co.|similar money lender address
2481|MAIDSDOT.COM LIMITED|exact agency address,similar agency fax,similar agency email
2540|MABEL EMPLOYMENT AGENCY|exact agency address,similar agency address,similar money lender address
2549|HELPER SEARCH TECHNOLOGIES LIMITED|similar agency address,similar agency fax
2558|PRICERITE MAID LIMITED|exact agency address,similar agency address
2560|SSP JOYFUL EMPLOYMENT CONSULTANTS|similar agency address
2567|Powerman Employment Limited|similar agency address
2572|HEARTFUL EMPLOYMENT SERVICES (HK) LIMITED|exact agency address,similar agency address,similar agency telephone,similar agency fax
2583|Mission Light Employment Agency|exact agency address
2609|SUN STAR EMPLOYMENT AGENCY|similar agency address,similar money lender address
2621|Vast Sky Employment Limited|similar agency address
2623|Maid Best Limited|exact agency address,similar agency address,similar agency fax,similar agency email
2624|Maid Best Limited|similar agency telephone,similar agency email
2627|A&F; EMPLOYMENT CENTRE|exact agency address,similar agency address,similar agency telephone,similar agency fax,similar agency email
2628|A&F; EMPLOYMENT CENTRE|exact agency address,similar agency address,similar agency telephone,similar agency fax
2629|A&F; EMPLOYMENT CENTRE|exact agency address,similar agency address,similar agency telephone,similar agency fax,similar agency email
2630|A&F; EMPLOYMENT CENTRE|exact agency address,similar agency address,similar agency telephone,similar agency fax,similar money lender address
2641|SMILE LADY EMPLOYMENT AGENCY|similar agency address,similar money lender address
2645|YU FUNG EMPLOYMENT AGENCY|similar agency address
2658|King Master Employment Agency Co.|similar agency address
2667|NF Employment And Trading Co.|similar agency address,similar money lender address
2669|KARRYEN EMPLOYMENT AGENCY|similar agency address
2733|TAKEME EMPLOYMENT AGENCY|similar agency fax
2749|KA YIN EMPLOYMENT CENTRE|similar agency address,similar agency telephone,similar agency fax
2750|KA YIN EMPLOYMENT CENTRE|similar agency address,similar agency telephone,similar agency fax,similar money lender address
2770|Talent (Kenya) Company Limited|similar agency address
2775|Sincere Dragon Employment Centre Limited|similar agency address
2779|Gold Profit Employment Agency|similar agency address,similar money lender address
2789|JOVIAL EMPLOYMENT CENTRE|exact agency address,similar agency address
2796|Hollywood Employment Agency|exact agency address,similar agency address
2836|GOLDEN PEAK EMPLOYMENT AGENCY|exact agency address,similar agency telephone,similar agency fax,similar agency email
2843|Salok Employment Centre Limited|similar agency address
2848|HING LUNG INTERNATIONAL EMPLOYMENT COMPANY|similar agency address
2892|Flourish Employment Agency|similar agency address,similar money lender address
2898|EVERBEST MAIDS EMPLOYMENT AGENCY|similar agency address
2914|The Glory International Employment Agency|similar money lender address
2927|TAYLOR AGENCY CO|similar agency address
2942|SUNNY EMPLOYMENT SERVICE LIMITED|exact agency address,similar money lender address
2944|FORMICA MAID CENTRE|similar agency address,similar money lender address
2959|Gracefield Employment Service Limited|exact agency address,similar agency address,similar agency telephone,similar money lender address
2969|SAG CONSULTANT LIMITED|exact agency address
2979|Good & Good Consultant Top Up Center|exact agency address
2997|Hilljoy Employment|similar agency address,similar money lender address
3040|GOLDEN WIN EMPLOYMENT AGENCY LIMITED|similar agency address
3041|Golden Queen Employment Agency Limited|similar agency address
3048|HONESTY SKYLINE EMPLOYMENT AGENCY|similar agency address
3066|FESDI EMPLOYMENT CENTRE|similar agency address,similar agency telephone,similar agency fax,similar agency email,similar money lender address
3067|FESDI EMPLOYMENT CENTRE|similar agency address,similar money lender address
3070|FESDI EMPLOYMENT CENTRE|similar agency address,similar agency fax
3072|FESDI EMPLOYMENT CENTRE|similar agency address,similar agency telephone,similar agency fax,similar agency email
3077|RCI International Employment Agency Limited|exact agency address,similar agency telephone,similar agency fax
3093|UNIQUE EMPLOYMENT CENTRE LIMITED|exact agency address,similar agency address,similar agency fax
3132|STAR CARE EMPLOYMENT AGENCY|similar agency address,similar agency fax,similar agency email
3133|LINCOLN EMPLOYMENT AGENCY|exact agency address,similar agency address
3135|MAIDSLAND EMPLOYMENT AGENCY|similar agency address,similar agency fax,similar money lender address
3136|MY SWEET HOME EMPLOYMENT AGENCY|similar agency address
3140|INDO-CHINESE EMPLOYMENT LIMITED|similar agency address,similar money lender address
3148|PS ZEST EMPLOYMENT SERVICES AND TRADING CO.|similar agency address,similar money lender address
3174|FABULOUS EMPLOYMENT AGENCY|similar agency address
3202|CITY EMPLOYMENT PARADISE CO.|similar agency address,similar agency fax
3203|CITY EMPLOYMENT PARADISE CO.|exact agency address,similar agency fax
3205|CITY EMPLOYMENT PARADISE CO.|similar agency address,similar money lender address
3206|CITY EMPLOYMENT PARADISE CO.|similar agency address,similar agency telephone,similar agency fax,similar agency email,similar money lender address
3209|TSUEN WAN EMPLOYMENT PARADISE CO.|exact agency address,similar agency address,similar agency telephone,similar agency fax,similar agency email
3212|FAIR CHOICE DOMESTIC HELPER SERVICES|exact agency address,similar agency address
3218|SUKAIKU EMPLOYMENT AGENCY|similar agency address,similar money lender address
3219|IN HEART EMPLOYMENT AGENCY LIMITED|similar agency address,similar agency email
3237|Radiant Maid Agency Service Limited|similar agency address,similar agency telephone,similar agency fax
3248|Genial Employment Centre|similar agency address
3253|Spring Up Overseas Employment Agency Limited|similar agency address
3258|IAAS Consulting Group|exact agency address
3266|Full Moon Employment Agency Limited|similar agency address,similar money lender address
3277|WING MING EMPLOYMENT SERVICES|similar agency telephone
3285|ANCITY EMPLOYMENT CENTRE|similar agency address,similar money lender address
3290|MASTERWELL COMPANY|similar agency address
3292|SAMSON EMPLOYMENT AGENCY|exact agency address,similar agency address
3297|Sunlight Employment Agency|similar agency address,similar money lender address
3300|IN HEART EMPLOYMENT AGENCY LIMITED|similar agency address,similar agency email
3320|ISLAND WEST EMPLOYMENT PARADISE CO.|exact agency address,similar agency fax
3321|O-raiser Employment Agency Company Limited|exact agency address,similar agency address,similar agency fax
3332|THE WING'S EMPLOYMENT AGENCY CO.|similar agency address
3335|LINCOLN EMPLOYMENT AGENCY|similar agency address,similar agency fax,similar money lender address
3343|KING'S ONE EMPLOYMENT AGENCY|similar agency address,similar agency fax
3349|SMOOTH MAID EMPLOYMENT AGENCY LIMITED|exact agency address,similar agency address,similar agency telephone,similar agency fax
3364|Skyway Employment Agency Limited|exact agency address,similar agency address,similar money lender address
3374|Helper Ads Connect Global Co. (HK)|similar agency address
3381|Sunlight Employment Agency|similar agency address,similar money lender address
3383|Best of Best (BOB) Employment Centre|similar agency address,similar agency fax,similar agency email,similar money lender address
3384|TAKEME EMPLOYMENT AGENCY|similar agency address,similar agency fax,similar money lender address
3412|SCENEWAY EMPLOYMENT PARADISE CO.|similar agency address,similar agency telephone,similar agency fax,similar agency email
3422|Great Advance Employment Service Limited|exact agency address,similar agency address
3433|GET ON EMPLOYMENT AGENCY|similar agency address,similar agency email,similar money lender address
3456|SINCERE COMPANY|exact agency address,similar agency address,similar agency email
3457|SINCERE COMPANY|similar agency address,similar agency telephone,similar agency fax,similar agency email
3458|SINCERE COMPANY|similar agency address,similar agency telephone,similar agency fax,similar agency email
3467|DILIGENT EMPLOYMENT|similar agency address,similar agency fax
3470|Guru Employment Services Centre|similar agency address
3479|Pure Employment Center|exact agency address,similar agency telephone
3488|WELL SHINE CO.|similar agency address,similar agency fax,similar agency email
3489|Ensemble Human Resources Co. Limited|similar agency telephone,similar agency fax,similar agency email
3504|WINSOME EMPLOYMENT LIMITED|similar agency address
3507|MING YIP CONSULTANT|similar agency address,similar agency fax
3555|DBBC SERVICES|similar agency address
3568|Yat Li Employment Centre|similar agency address
3575|DAVID CHEUNG EMPLOYMENT AGENCY LIMITED|similar agency telephone
3585|e-Job|exact agency address,similar agency fax
3618|EAST STAR RECRUITMENT|similar agency address,similar agency telephone,similar agency fax
3628|Prime Services & Trading Co|exact agency address,similar agency address
3630|VIVA EMPLOYMENT SERVICES LIMITED|similar agency address,similar agency fax,similar agency email
3631|MY SWEET HOME EMPLOYMENT AGENCY|similar agency address
3632|UNIQUE EMPLOYMENT CENTRE LIMITED|similar agency address
3656|GOLDEN JOY EMPLOYMENT AGENCY LIMITED|similar agency address,similar money lender address
3665|Emma Maids Employment Centre|similar agency address
3668|SAINT KAI EMPLOYMENT SERVICE|exact agency address,similar agency address
3679|GOLDEN WIN EMPLOYMENT AGENCY LIMITED|similar agency address
3681|IN HEART EMPLOYMENT AGENCY LIMITED|similar agency address,similar agency email
3704|Big Big Employment Agency|similar agency address
3722|F & P Employment Services Limited|similar agency address,similar money lender address
3728|WING MING EMPLOYMENT SERVICES|similar agency telephone
3761|Happy Heart Employment Center|similar agency address,similar money lender address
3768|A&G; EMPLOYMENT CENTRE|similar agency address,similar agency telephone,similar agency fax
3770|Prosperity Employment Centre|similar agency address
3787|Excel Famous Domestic Helper Consultant Limited|similar agency telephone,similar agency email
3796|ZENTRALINK MAID CONSULTANT|similar agency address,similar money lender address
3799|Wing Fu Yu Employment Agency Limited|similar agency address,similar agency telephone,similar agency fax
3835|GOLDEN OCEAN EMPLOYMENT COMPANY|similar money lender address
3847|Grand Bee Trade Plus|similar agency address,similar agency fax
3849|Sunlight Employment Agency|similar agency address
3851|Bandung Enterprises|similar agency address,similar money lender address
3858|FUK HONG EMPLOYMENT CENTRE LIMITED|similar agency address
3859|TOP ONE EMPLOYMENT AGENCY|similar agency address
3877|Gary's Employment Agency Company Limited|similar agency address,similar agency fax
3880|Graceful Heart Agency Limited|similar agency address
3883|CANLIX EMPLOYMENT CENTRE|exact agency address,similar agency address
3886|LT Domestic Helper Agency Limited|similar agency address,similar agency telephone,similar agency fax
3890|JIM CITY EMPLOYMENT AGENCY|exact agency address,similar agency fax
3892|Darren Maid Service|similar agency address
3893|STARRY EMPLOYMENT SERVICES COMPANY|similar agency address
3897|Snow Employment & Travel Centre|similar agency fax
3915|Helpers Market International Recruitment Limited|exact agency address,similar agency telephone
3919|Asian Developing Talent|exact agency address,similar agency address
3950|Ming Hin Domestic Helper Agency|similar agency address
3959|BTI COURIER EXPRESS|exact agency address,similar agency telephone,similar agency fax
3960|A & W EMPLOYMENT SERVICES CENTRE|similar agency address,similar money lender address
3962|FULLY HUMAN RESOURCE AGENCY COMPANY|exact agency address,similar agency address,similar agency fax
3978|WING MING EMPLOYMENT SERVICES|similar agency telephone
3984|Ceylon Employment Agency Limited|exact agency address,similar agency address
3998|GRAND WINNERS EMPLOYMENT CENTRE|exact agency address,similar agency address,similar agency fax,similar money lender address
4007|PRITZ EMPLOYMENT AGENCY|similar agency address,similar money lender address
4012|Grand Royal (AFT) Employment|similar agency fax,similar agency email
4013|Grand Royal (AFT) Employment|similar agency address,similar agency telephone,similar agency fax,similar agency email
4014|REMARKABLE EMPLOYMENT CENTRE|similar agency email
4015|PEACEFUL COMPANY|similar agency address,similar agency telephone,similar agency email
4038|BRIGHT STAR EMPLOYMENT AGENCY|similar agency address
4048|MACKEY EMPLOYMENT AGENCY|similar agency address,similar money lender address
4055|Onon Agency Limited|exact agency address,similar agency address
4059|J Rich Employment Agency Co. Limited|similar agency address
4062|Elise Consultant|similar agency address
4063|Ensemble Human Resources Co. Limited|similar agency address,similar agency telephone,similar agency fax,similar agency email
4064|THE ONE HELPER AGENCY|similar agency address,similar agency telephone,similar agency fax
4081|SinoFilipino Company Limited|similar agency address,similar money lender address
4087|Live-in Seedling Employment Service Co.|similar agency telephone,similar agency fax,similar money lender address
4109|INDO INDAH EMPLOYMENT AGENCY|similar agency address,similar agency telephone,similar agency fax
4117|PILIPINO OVERSEAS WORKERS CLUB LIMITED|similar agency address,similar agency email
4119|U.A. EMPLOYMENT CENTER|exact agency address,similar agency address,similar agency fax
4121|Helperspro Employment Agency Limited|exact agency address,similar agency address,similar agency email
4132|R JOB LIMITED|similar agency address,similar agency telephone,similar agency fax
4154|SHINING HOME EMPLOYMENT AGENCY LIMITED|similar money lender address
4156|TOKO-OK EMPLOYMENT AGENCY|similar agency address
4163|WITH HEART EMPLOYMENT AGENCY LIMITED|similar money lender address
4165|Advantage Consultant Co.|similar agency address,similar agency fax,similar money lender address
4166|Liberty Employment Agency|similar agency address,similar agency telephone,similar agency fax,similar money lender address
4167|HOME CARE EMPLOYMENT AGENCY LIMITED|similar agency address,similar money lender address
4191|Jame Employment Agencies Centre|exact agency address,similar agency email
4193|CAPITAL SUN EMPLOYMENT CENTRE|similar agency address,similar money lender address
4215|Abadi Employment Consultant Centre|similar agency address,similar money lender address
4216|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|similar agency address,similar agency telephone,similar agency fax,similar agency email
4217|WING MING EMPLOYMENT SERVICES|similar agency address,similar agency telephone,similar agency email
4218|WING MING EMPLOYMENT SERVICES|similar agency telephone,similar agency email
4219|WING MING EMPLOYMENT SERVICES|similar agency telephone,similar agency email
4221|JobsMart Asia|similar agency email,similar money lender address
4222|JobsMart Asia|similar agency address,similar agency email
4245|Serious Employment Centre Limited|exact agency address,similar money lender address
57|Ivy's Agency (H.K.)|similar agency telephone,similar agency fax,similar agency email
81|Beatrice Filipino Domestic Helpers|exact agency address,similar agency address,similar agency telephone,similar agency fax
89|Laguna Employment Service|similar agency address
98|Sing Fai (Hong Kong) Co.|exact agency address,similar agency fax
185|Top Maids Employment Agency|similar agency address,similar agency fax,similar agency email
189|Top Make Enterprise|similar agency address,similar agency fax,similar agency email
197|KA WO CONSULTANTS LIMITED|exact agency address,similar agency telephone,similar agency fax,similar agency email
210|Pacific Jet Consultants|similar agency address
226|ASIA-ONE EMPLOYMENT AGENCY|exact agency address,similar agency address
227|ASIA-ONE EMPLOYMENT AGENCY|similar agency address
237|Reliable Employment Services Limited|exact agency address
238|Luckyfull International Limited|exact agency address,similar agency telephone
240|Good Link Consultants|similar agency telephone,similar agency fax,similar agency email
266|Mrs. MA's Employment Services|similar agency address,similar agency telephone,similar agency fax,similar agency email
276|Win-helper Employment Centre|similar money lender address
288|Phil-Star Employment and General Services|similar agency address,similar money lender address
308|Yick Tung Hong|similar agency address
321|Right Choice Overseas Employment Centre Limited|exact agency address,similar agency fax,similar agency email
343|Hok Tsui Company|similar agency address
346|K&P; Employment Agency|exact agency address,similar agency telephone,similar agency fax,similar agency email
398|Regional Selection Centre|similar agency address
407|C. & K. ENTERPRISES COMPANY LIMITED|exact agency address,similar agency telephone,similar agency email
410|Win Dragon Employment Limited|similar agency address
428|Good Fellow Resources Company Limited|exact agency address,similar agency address
438|Pak On (Hong Kong) Company Limited|exact agency address,similar agency telephone,similar agency email
443|Top Dragon Employment Agency|similar agency address
455|POPULAR LINK CORPORATION LIMITED|similar agency address
459|Polymark Limited|similar money lender address
467|Good Rich Employment Agency Centre|exact agency address
494|Tommy Employment Services|exact agency address,similar agency address
506|Allwin Employment Centre Limited|exact agency address,similar agency address,similar money lender address
508|Allwin Employment Centre Limited|exact agency address
531|H W Employment Agency Centre|similar agency address,similar agency fax
538|LEADER EMPLOYMENT COMPANY LIMITED|similar agency email
545|The Lucky Co|similar agency address
553|Thankful Employment Agency Co.|similar agency address
556|Get Maid Agency|exact agency address,similar agency address,similar agency fax,similar agency email
567|ANDA CO.|similar agency address
569|Best United Employment Agency|similar agency address,similar money lender address
593|Fortune In Employment Agency Co.|similar agency address
620|New Life Employment Services Centre|similar agency address
625|Regent Pacific Service Company|exact agency address,similar agency fax
665|Brilliant Employment Consultant|exact agency address,similar agency fax,similar agency email
682|Hung Chau Company Limited|exact agency address,similar agency address,similar agency telephone,similar agency fax
684|Kai Sing Employment Agency|exact agency address,similar agency address,similar agency email
699|Kong Yu Company|exact agency address
709|Accuracy Employee Agency|similar agency address
710|Alim Prima Employment Agency|similar agency address
712|New Hope Employment Agency|similar agency address
715|LogonCorp Employment Agency|similar agency address
723|A Maids Employment Service Centre|similar agency address,similar money lender address
762|Arrow Employment Services|exact agency address,similar agency telephone,similar agency fax,similar agency email
770|FullHeart Employment Agency|similar agency address,similar money lender address
786|Perfect World Employment Services Co|exact agency address,similar agency telephone
807|RAHARJA HK|similar agency address,similar agency email
808|RAHARJA HK|similar agency email
832|MAIDS SHOP EMPLOYMENT AGENCY|exact agency address,similar agency address
848|AIE Employment Centre|exact agency address,similar agency address,similar agency telephone,similar agency fax
850|ANSTAR LIMITED|exact agency address,similar agency address,similar agency telephone,similar agency fax
866|Chin House Employment Agency Limited|similar agency email
870|Cable Employment Service Limited|exact agency address,similar agency address,similar agency telephone
877|VIEW RISE MAID SERVICE|similar agency address,similar money lender address
894|STAR CARE EMPLOYMENT AGENCY|similar agency telephone,similar agency fax,similar agency email
895|STAR CARE EMPLOYMENT AGENCY|similar agency telephone,similar agency fax
902|Singapore Employment Limited|exact agency address
903|Advantage Consultant Co.|similar agency address,similar agency fax
906|Hallmark Employment Center|similar agency address,similar money lender address
910|Air Win Employment Co.|similar agency address
915|BIR EMPLOYMENT AGENCY LIMITED|similar agency email
924|SAINT HAPPY MAIDS AGENCY|exact agency address,similar agency address
926|SAINT HAPPY MAIDS AGENCY|exact agency address,similar agency address,similar money lender address
955|Royalcorp Employment Agency Limited|exact agency address,similar agency telephone,similar agency email
984|Prima Success Services Company|exact agency address
987|Homes Employment Agency Limited|exact agency address,similar agency address
1002|ALL RIGHT EMPLOYMENT AGENCY|similar agency address
1009|Lei Da Employment Centre|exact agency address,similar agency address,similar money lender address
1022|SPLENDID EMPLOYMENT CENTRE|similar agency address
1024|OLYMPIA EMPLOYMENT COMPANY|exact agency address,similar agency fax
1026|Warranty Employment Agency|exact agency address,similar agency address
1042|HARVEST DAY EMPLOYMENT AGENCY|exact agency address,similar agency address
1089|BOSS DRAGON EMPLOYMENT CENTRE LIMITED|similar agency address,similar money lender address
1105|Mei Maid Employment Agency|similar agency address
1121|StarAsia Employment Agency Co.|exact agency address,similar money lender address
1126|CARVEN EMPLOYMENT CO.|similar agency address,similar money lender address
1184|MAID KINGDOM EMPLOYMENT SERVICES LIMITED|similar agency address
1200|FORECAST EMPLOYMENT CONSULTANT LIMITED|exact agency address
1256|Chen Chen Co|exact agency address,similar agency address,similar agency fax
1314|KAH KAH EMPLOYMENT|similar agency address,similar agency email
1343|C. U. Consultant and Employment Services|similar agency address
1360|LEI FU EMPLOYMENT COMPANY|similar agency address,similar money lender address
1372|WRIGHT INT'L MANPOWER COMPANY|exact agency address
1415|Perfect Maid Centre|similar agency fax,similar agency email,similar money lender address
1418|Perfect Maid Centre|similar agency fax,similar agency email
1439|YING FUNG ASIA (OVERSEA) AGENCY CO|similar agency address,similar money lender address
1493|KAREN & COMPANY|similar agency fax
1495|Good Helper Agency|similar agency address
1518|MICHAEL EMPLOYMENT SERVICES COMPANY|similar agency address
1545|JL Employment Centre|similar agency fax,similar agency email
1558|CB Consultants|exact agency address,similar agency telephone,similar agency fax,similar agency email
1561|J'S EMPLOYMENT AGENCY|exact agency address,similar agency address,similar money lender address
1607|DYNASTY EMPLOYMENT CENTRE LIMITED|similar money lender address
1612|LI WING EMPLOYMENT CENTRE|exact agency address,similar agency telephone,similar agency fax,similar agency email
1635|HelperHK Limited|exact agency address
1656|Chris Benne|exact agency address,similar agency telephone,similar agency fax
1658|FESDI EMPLOYMENT CENTRE|similar agency telephone,similar agency fax
1671|FAN IN EMPLOYMENT AGENCY LIMITED|similar agency fax
1718|MAID MANOR EMPLOYMENT AGENCY|similar agency address
1736|HAPPY HOUSE EMPLOYMENT AGENCY|exact agency address,similar agency address
1742|Sa Sa Employment Agency|exact agency address,similar agency address,similar agency telephone
1759|AMARA EMPLOYMENT AGENCY|similar agency address
1797|Bandung Enterprises|similar agency address,similar agency email
1798|Bandung Enterprises|similar agency email
1855|K & H Employment Agency|exact agency address,similar agency address,similar agency fax,similar agency email
1888|PARK EMPLOYMENT AGENCY|similar agency address
1909|WELL SHINE CO.|similar agency fax,similar agency email
1924|SHUN ON DEVELOPMENT COMPANY LIMITED|exact agency address
1966|Yuk Fai Employment Agency|similar agency address
1977|Juliana Company Limited|similar agency address
2081|FIRST ONE DOMESTIC AGENCY COMPANY LIMITED|similar agency address,similar money lender address
2144|TEH WONG MANPOWER|exact agency address,similar agency telephone,similar agency fax,similar agency email
2273|Shatin Employment Paradise Co.|exact agency address,similar agency address
2297|Best of Best (BOB) Employment Centre|similar agency fax,similar agency email
2369|TOP VARIANT LIMITED|exact agency address,similar agency address,similar money lender address
2413|First Company|exact agency address
2414|DATA MANPOWER CENTRE|similar agency address
2496|WANGIE EMPLOYMENT CO|exact agency address
2734|CLARICH EMPLOYMENT COMPANY|exact agency address,similar agency fax
2908|PRESENT EMPLOYMENT SERVICES CENTRE|similar agency address
2945|INDO-CHINESE EMPLOYMENT LIMITED|similar agency address
2984|GET ON EMPLOYMENT AGENCY|exact agency address,similar agency address
3061|H&H; DEVELOPMENT LIMITED|similar money lender address
3064|Sunlight Employment Agency|similar agency address
3069|FESDI EMPLOYMENT CENTRE|similar agency address
3074|FESDI EMPLOYMENT CENTRE|similar agency telephone,similar agency fax,similar agency email
3075|FESDI EMPLOYMENT CENTRE|similar agency address
3091|VENUS CHAN EMPLOYMENT AGENCY|similar agency address
3179|IKEA EMPLOYMENT AGENCY LIMITED|similar agency address
3242|Kex Industrial Company|similar agency address,similar agency telephone,similar agency fax
3257|POINTS AGENCY|exact agency address,similar agency address,similar agency fax
3269|M. Wise Company|similar agency address,similar agency telephone
3360|FULBRIGHT GROUP|exact agency address
3382|Grand Royal (AFT) Employment|similar agency telephone,similar agency fax,similar money lender address
3400|ABILITY AND COMPANY|exact agency address,similar agency address,similar agency telephone
3419|Intimate Employment Agency Limited|similar agency address
3430|Ming Tak Services Company|similar agency fax,similar agency email
3442|SOLO EMPLOYMENT AGENCY|similar agency address,similar money lender address
3455|SINCERE COMPANY|similar agency email
3530|Limastar Employment Agency Limited|exact agency address
3554|PEACEFUL COMPANY|similar agency telephone,similar agency email
3569|CHAK HANG COMPANY LIMITED|similar agency address,similar agency telephone
3611|HelperMatch Employment Agency|similar agency address
3654|WONG'S EMPLOYMENT AGENCY COMPANY|similar money lender address
3724|K&P; Employment Agency|similar agency telephone,similar agency fax,similar agency email,similar money lender address
3727|DMDD LIMITED|similar agency address
3786|Goodwill Placement Services Limited|exact agency address
3843|THE ONE HELPER AGENCY|similar agency telephone,similar agency fax
3865|AETERNA CONSULTANTS|exact agency address,similar money lender address
3869|EMPIRE HILL EMPLOYMENT LIMITED|exact agency address,similar agency address
3870|WAI TO CONSULTANTS COMPANY|similar money lender address
3884|WESTLAKE MANPOWER RESOURCES CO.|exact agency address,similar agency telephone
3901|BENICE EMPLOYMENT COMPANY|similar agency address
3938|GENIUSCOM INTERNATIONAL|similar agency address
3946|Lee Wah Employment Limited|similar agency address
3992|FARDIANSYAH INTERNATIONAL LIMITED|exact agency address
4057|CAMBRIDGE CONSULTANTS|similar agency fax
4077|YUE FAT EMPLOYMENT AGENCE|similar agency address
4082|Fong Wah Trading Co|exact agency address,similar agency telephone,similar agency fax
4111|Skytrend Employment Agency|similar agency address
4139|ASSURANCE SERVICES CO.|similar agency address
4201|JOY RICH INC LIMITED|similar agency address
4212|EC5M LIMITED|exact agency address,similar agency fax,similar money lender address
4214|Good Link Consultants|similar agency telephone,similar agency fax,similar agency email
4224|Helper Land|similar agency address,similar money lender address
4230|Precise Employment Agency|similar agency address
58|Helpful Company|similar agency fax
85|Deansenew Trading Company|similar agency address
124|TRI-UNION Co|similar agency address
144|Wellcome Greenland Employment Centre|exact agency address
233|W.F. Employment Services|exact agency address
239|Wai Fu Employment Agency|exact agency address
262|Rickson Co.|exact agency address
270|H.K. Indonesian Maid Agency Co.|similar agency address
316|Apec Employment Agency|similar money lender address
342|Hok Tsui Company|exact agency address,similar money lender address
388|T & H Employment Centre|exact agency address
419|Blue Sky Co.|similar agency address,similar agency telephone,similar agency fax
435|A.V.M.S. Limited|similar money lender address
492|Tommy Employment Services|similar agency address
499|Lik Keung Employment Agency|similar agency address
522|Tai Ping Employment Agency|similar agency telephone,similar agency fax,similar agency email
523|Grand View Employment Agency Limited|exact agency address
577|Wellcome Employment Centre Limited|exact agency address
590|HERO INDONESIA|similar agency address,similar agency fax
621|Anlida|similar agency address,similar agency telephone,similar agency fax,similar agency email
623|Anlida|exact agency address,similar agency address,similar money lender address
668|Ka Wai Employment Company|exact agency address,similar money lender address
671|Lekko Maid Consultants|exact agency address
688|Po Fung Investment (H.K.) Limited|similar agency address
713|LogonCorp Employment Agency|exact agency address
768|Cheerful Consultants Co.|similar agency address
798|Merci Supplies and Services|similar agency address
849|ANSTAR LIMITED|exact agency address,similar agency address
875|Easyhome Employment Agency|similar agency address
921|Every Good Company|similar agency address
935|Earnest Employment Consultants|similar money lender address
944|Golden Link Employment Agency|exact agency address
958|Popular Employment Services|similar money lender address
996|LogOn Employment Agency|exact agency address
1025|DAYWIN CONSULTANT|exact agency address
1085|JOLLITY FAMILY EMPLOYMENT CONSULTANTS|exact agency address
1093|YING'S EMPLOYMENT SERVICES COMPANY|exact agency address
1098|GoodHelp Services Company|similar money lender address
1103|MISSION EMPLOYMENT AGENCY LIMITED|exact agency address
1119|Eighty-8 Employment Agency|exact agency address
1169|HIN'S EMPLOYMENT CENTRE|similar money lender address
1171|C & D EMPLOYMENT AGENCY|similar agency fax
1187|STARLINK EMPLOYMENT AGENCY|exact agency address
1234|DOULOS EMPLOYMENT SERVICES CO.|similar money lender address
1353|Y2K Employment Agency|exact agency address
1391|SUPA Employment Agency|exact agency address,similar money lender address
1536|T & J Consultants|similar agency address,similar money lender address
1566|J & P Employment Agency|similar agency telephone,similar agency fax,similar agency email
1588|Liberty Employment Agency|similar agency telephone,similar agency fax
1634|JDC Employment|similar money lender address
1657|FESDI EMPLOYMENT CENTRE|exact agency address
1659|FESDI EMPLOYMENT CENTRE|exact agency address
1744|LYNCH BRIGHT LIMITED|similar agency fax
1820|Team Mate Employment Agency Limited|exact agency address
1873|Si Wing Employment Agency|exact agency address
1999|EVANGELINE EMPLOYMENT AGENCY|similar money lender address
2011|VAST ASCENT GLOBAL LIMITED|similar agency address
2031|Maid For You Limited|exact agency address,similar agency telephone
2157|FIORI MEGA STAR EMPLOYMENT AGENCY LIMITED|exact agency address
2179|Colorlight Maids Agency Limited|exact agency address
2213|Veco Company|exact agency address
2376|Fil-Indo Employment Resources Co.|exact agency address
2442|Delight Employment Agency|exact agency address,similar money lender address
2519|directhire.hk|exact agency address,similar agency fax,similar money lender address
2539|Information Highway|similar agency address
2581|TITAN EMPLOYMENT AGENCY|similar agency address
2611|Top Century Employment Centre|similar agency address
2684|Maid Collection Limited|similar money lender address
2805|BECARE EMPLOYMENT SERVICE CENTRE|exact agency address,similar money lender address
2830|GIN-POWER EMPLOYMENT AGENCY|similar agency address
2841|FairMaid Limited|exact agency address,similar agency telephone
2893|Flourish Employment Agency|similar agency address
3065|Anlida|similar agency telephone,similar agency fax,similar agency email
3068|FESDI EMPLOYMENT CENTRE|exact agency address
3073|FESDI EMPLOYMENT CENTRE|exact agency address,similar money lender address
3291|SAIKO HONG|similar money lender address
3415|HELPER EASY LIMITED|exact agency address,similar agency address,similar agency telephone,similar money lender address
3655|MAKA Employment Agency|exact agency address
3677|Hung Chau Company Limited|exact agency address
