govid|english_name|email
4191|Jame Employment Agencies Centre|alankong@fore-signal.com
2306|FORE SIGNAL INTERNATIONAL LIMITED|alankong@fore-signal.com

4216|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk
1891|WARM HOUSE EMPLOYMENT SERVICES CENTRE LIMITED|maggie@warmhouse.com.hk

4217|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM
4218|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM
4219|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM

4218|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM
4217|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM
4219|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM

4219|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM
4217|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM
4218|WING MING EMPLOYMENT SERVICES|WINGMING49@GMAIL.COM

4221|JobsMart Asia|hkaloha@126.com
4222|JobsMart Asia|hkaloha@126.com

4222|JobsMart Asia|hkaloha@126.com
4221|JobsMart Asia|hkaloha@126.com

57|Ivy's Agency (H.K.)|ivys_agency_hk@yahoo.com
619|SVC DEVELOPMENT CO.|ivys_agency_hk@yahoo.com

185|Top Maids Employment Agency|topmaids@netvigator.com
189|Top Make Enterprise|topmaids@netvigator.com

189|Top Make Enterprise|topmaids@netvigator.com
185|Top Maids Employment Agency|topmaids@netvigator.com

197|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
424|Home De Fairy Consultants Limited|domestic@netvigator.com
86|D.D. Domestic Services|domestic@netvigator.com

240|Good Link Consultants|igoodlink@igoodlink.com
4214|Good Link Consultants|igoodlink@igoodlink.com

266|Mrs. MA's Employment Services|masma@netvigator.com
265|Mrs. MA's Employment Services|masma@netvigator.com
366|Romy Employment Services|masma@netvigator.com

321|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk
322|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk

346|K&P; Employment Agency|kdagencykaren@gmail.com
3724|K&P; Employment Agency|kdagencykaren@gmail.com

407|C. & K. ENTERPRISES COMPANY LIMITED|ckpe@biznetvigator.com
666|Pawer Express International Company Limited|ckpe@biznetvigator.com

438|Pak On (Hong Kong) Company Limited|pakon_hk@yahoo.com.hk
955|Royalcorp Employment Agency Limited|pakon_hk@yahoo.com.hk

538|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
536|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
537|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
539|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
540|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
541|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
542|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

556|Get Maid Agency|info@gma.hk
557|Get Maid Agency|info@gma.hk
558|Get Maid Agency|info@gma.hk

665|Brilliant Employment Consultant|brilliant_stevencho@yahoo.com.hk
610|Bright Essence International Limited|brilliant_stevencho@yahoo.com.hk

684|Kai Sing Employment Agency|knhagency@gmail.com
1855|K & H Employment Agency|knhagency@gmail.com

762|Arrow Employment Services|info@arrowes.hk
761|Arrow Employment Services|info@arrowes.hk

807|RAHARJA HK|hkg@raharja-hk.com
808|RAHARJA HK|hkg@raharja-hk.com

808|RAHARJA HK|hkg@raharja-hk.com
807|RAHARJA HK|hkg@raharja-hk.com

866|Chin House Employment Agency Limited|info@chinhouse.com.hk
865|Chin House Employment Agency Limited|info@chinhouse.com.hk
868|Chin House Employment Agency Limited|info@chinhouse.com.hk

894|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com
3132|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com

915|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk
914|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk

955|Royalcorp Employment Agency Limited|pakon_hk@yahoo.com.hk
438|Pak On (Hong Kong) Company Limited|pakon_hk@yahoo.com.hk

1314|KAH KAH EMPLOYMENT|susanna@kahkah.com.hk
1315|KAH KAH EMPLOYMENT|susanna@kahkah.com.hk

1415|Perfect Maid Centre|info@perfectmaid.com.hk
1418|Perfect Maid Centre|info@perfectmaid.com.hk

1418|Perfect Maid Centre|info@perfectmaid.com.hk
1415|Perfect Maid Centre|info@perfectmaid.com.hk

1545|JL Employment Centre|jlemployment@outlook.com
1546|JL Employment Centre|jlemployment@outlook.com

1558|CB Consultants|cb@netvigator.com
2144|TEH WONG MANPOWER|cb@netvigator.com

1612|LI WING EMPLOYMENT CENTRE|liwing2903@gmail.com
1889|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|liwing2903@gmail.com

1797|Bandung Enterprises|info@bandung.com.hk
1796|Bandung Enterprises|info@bandung.com.hk
1798|Bandung Enterprises|info@bandung.com.hk

1798|Bandung Enterprises|info@bandung.com.hk
1796|Bandung Enterprises|info@bandung.com.hk
1797|Bandung Enterprises|info@bandung.com.hk

1855|K & H Employment Agency|knhagency@gmail.com
684|Kai Sing Employment Agency|knhagency@gmail.com

1909|WELL SHINE CO.|jc.wellshine@gmail.com
3488|WELL SHINE CO.|jc.wellshine@gmail.com

2144|TEH WONG MANPOWER|cb@netvigator.com
1558|CB Consultants|cb@netvigator.com

2297|Best of Best (BOB) Employment Centre|admin@shingyan.com
3383|Best of Best (BOB) Employment Centre|admin@shingyan.com

3074|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3066|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
3072|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

3430|Ming Tak Services Company|mingtak.kiki@yahoo.com
576|Ming Tak Services Company|mingtak.kiki@yahoo.com

3455|SINCERE COMPANY|service@sia-sincere.com.hk
3456|SINCERE COMPANY|service@sia-sincere.com.hk
3457|SINCERE COMPANY|service@sia-sincere.com.hk
3458|SINCERE COMPANY|service@sia-sincere.com.hk

3554|PEACEFUL COMPANY|susy_tsw@yahoo.com
4015|PEACEFUL COMPANY|susy_tsw@yahoo.com

3724|K&P; Employment Agency|kdagencykaren@gmail.com
346|K&P; Employment Agency|kdagencykaren@gmail.com

4214|Good Link Consultants|igoodlink@igoodlink.com
240|Good Link Consultants|igoodlink@igoodlink.com

522|Tai Ping Employment Agency|taipinghmt@gmail.com
1566|J & P Employment Agency|taipinghmt@gmail.com

621|Anlida|info@anlida.com
3065|Anlida|info@anlida.com

1566|J & P Employment Agency|taipinghmt@gmail.com
522|Tai Ping Employment Agency|taipinghmt@gmail.com

3065|Anlida|info@anlida.com
621|Anlida|info@anlida.com

2249|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
2250|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk

2588|FamilyMaid Employment Services Limited|info@familymaid.hk
2587|FamilyMaid Employment Services Limited|info@familymaid.hk

4112|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk
3433|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk

