english_name,chinese_name,address
english_name,chinese_name,address
CHENG CHAK LAM TRADING AS KINYING RENMINBI EXCHANGE CO.|鄭澤林 營業名稱 金英人民幣找換行|SHOP G11AB, G/F, ALLIED PLAZA, 760 NATHAN ROAD, MONG KOK, KOWLOON
CHENG CHAK LAM TRADING AS KINYING RENMINBI EXCHANGE CO.|鄭澤林 營業名稱 金英人民幣找換行|SHOP G&#38;G1, G/F, YAU SHING COMMERCIAL CENTRE,, 51 SAI YEUNG CHOI ST. SOUTH, MONG KOK, KOWLOON
CHENG CHAK LAM TRADING AS KINYING RENMINBI EXCHANGE CO.|鄭澤林 營業名稱 金英人民幣找換行|SHOP A, G/F, YAU SHING COMMERCIAL CENTRE,, 51 SAI YEUNG CHOI ST. SOUTH, MONG KOK, KOWLOON
CHENG CHAK LAM TRADING AS KINYING RENMINBI EXCHANGE CO.|鄭澤林 營業名稱 金英人民幣找換行|SHOP 6, G/F, 150-158 LOCKHART ROAD, WAN CHAI, HONG KONG
CHENG CHAK LAM TRADING AS KINYING RENMINBI EXCHANGE CO.|鄭澤林 營業名稱 金英人民幣找換行|SHOP A, G/F, HUNG TAK BLDG.,EAST PORTION, 163-163A SAI YEE STREET, MONG KOK, KOWLOON
CHENG CHAK LAM TRADING AS KINYING RENMINBI EXCHANGE CO.|鄭澤林 營業名稱 金英人民幣找換行|SHOP B1, G/F, ETON BLDG.,, 288 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG
CHENG CHAK LAM TRADING AS KINYING RENMINBI EXCHANGE CO.|鄭澤林 營業名稱 金英人民幣找換行|SHOP B, G/F, 129 PRINCE EDWARD RD. WEST, MONG KOK, KOWLOON
CHENG CHAK LAM TRADING AS KINYING RENMINBI EXCHANGE CO.|鄭澤林 營業名稱 金英人民幣找換行|SHOP D5, G/F, SOUTHORN CENTRE, 150 HENNESSY RD, WAN CHAI, HONG KONG
CHENG KIN CHUNG TRADING AS CHINESE UNION MONEY EXCHANGE|鄭健聰 營業名稱 中聯外幣找換|PART OF G/F, TAK BO BUILDING, 62-72 SAI YEE STREET, MONG KOK, KOWLOON
CHENG LIZHEN TRADING AS ZHONG GANG CHENG MONEY EXCHANGE CO|成麗貞 營業名稱 中港成人民幣找換公司|SHOP B1, G/F, KAI TAK COMMERCIAL BUILDING, 317-319 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG
CHENG SAU KING TRADING AS BAN DUNG|鄭秀琼 營業名稱 萬隆|SHOP 8, G/F, HONLEY COURT, 94-110 TUEN MUN HEUNG SZE WUI ROAD, TUEN MUN, NEW TERRITORIES
CHENG SHOUCHUAN|程守傳 營業名稱 双華找換店|SHOP A2, 29 SAN HONG STREET, SHEUNG SHUI, NEW TERRITORIES
CHENG SHOUCHUAN|程守傳 營業名稱 双華找換店|SHOP C2, G/F, WAI FAT BUILDING, 96-102 HAK PO STREET, MONG KOK, KOWLOON
CHENG SHOUCHUAN|程守傳 營業名稱 双華找換店|G/F, REAR BLOCK, 100 CASTLE PEAK ROAD, YUEN LONG, NEW TERRITORIES
CHENG SHUI LING TRADING AS ZHONGLIAN TRADING COMPANY|鄭瑞玲 營業名稱 中聯貿易公司|SHOP C, G/F, 87 HENNESSY ROAD, WAN CHAI, HONG KONG
CHENG SUI YUK TRADING AS SHARE WORLD (HONG KONG) FINANCIAL CO.|鄭瑞玉 營業名稱 信融天下(香港)金融公司|SHOP 1B, G/F, CANNY INDUSTRIAL BUILDING, 33 TAI YAU ST, SAN PO KONG, KOWLOON
CHENG WAI KIN TRADING AS SHING SHUN FOREIGN CURRENCY EXCHANGE CO.|鄭偉建 營業名稱 誠信人民幣找換兌匯公司|SHOP B, G/F, CHINA MERCHANTS TOWER, 152-155 CONNAUGHT RD C, SHEUNG WAN, HONG KONG
CHENG WAI KIN TRADING AS SHING SHUN FOREIGN CURRENCY EXCHANGE CO.|鄭偉建 營業名稱 誠信人民幣找換兌匯公司|PORTION A OF SHOP ON GROUND FLOOR, 32 BONHAM STRAND, SHEUNG WAN, HONG KONG
CHENG WING WAI TRADING AS TOKO INDO YOYO|鄭永威|SHOP K, KAI BO MARKET, KA FUK ESTATE, FANLING, NEW TERRITORIES
CHEUNG CHI MING TRADING AS LAPUTER SHOP|張志明 營業名稱 天空之城辦館|FLAT/RM 3A1, G/F, BLOCK A, CHUNG KING MANSION, 36-44 NATHAN ROAD, TSIM SHA TSUI, KOWLOON
CHEUNG CHONG LIMITED TRADING AS CHEUNG CHONG MONEY EXCHANGE|祥莊有限公司 營業名稱 祥莊找換店|SHOP 83D &#38; 83E, G/F, BLOCK 13, CITY GARDEN SHOPPING CENTRE, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
CHEUNG CHONG LIMITED TRADING AS CHEUNG CHONG MONEY EXCHANGE|祥莊有限公司 營業名稱 祥莊找換店|SHOP 81D, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
CHEUNG FU LING TRADING AS SANG SANG MONEY EXCHANGE COMPANY|張富寧 營業名稱 生生找換公司|STAIR-CASE, 521 LOCKHART ROAD, CAUSEWAY BAY, HONG KONG
CHEUNG HIN SING TRADING AS SMART EXCHANGE|張顯星 營業名稱 星滙找換|SHOP A, G/F, HING YIP COMMERCIAL CENTRE, 272 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG
CHEUNG HO YIM TRADING AS NGAI YIN EXCHANGE AND REMITTANCE CO|張豪艷 營業名稱 銀盈找換匯款公司|SHOP G60B, G/F, WINNER CENTRE SHOPPING ARCADE, 333 CHAI WAN ROAD, CHAI WAN, HONG KONG
CHEUNG KANG CHUN TRADING AS TO KO INDONESIA KU|張更進 營業名稱 東豐東南亞食品|SHOP 18, G/F, RICHLAND GARDEN, TUEN MUN, NEW TERRITORIES
CHEUNG KING SHAN TRADING AS HONOUR EAST ASIAN FOOD|張琼珊 營業名稱 榮杏東南亞食品|SHOP 44, G/F, YUE MAN CENTRE, 300-302 NGAU TAU KOK ROAD, NGAU TAU KOK, KOWLOON
CHEUNG MAN FU TRADING AS WUI HING LONG CO|張文富 營業名稱 滙興隆公司|SHOP A2, G/F, 11 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES
CHEUNG MING YUEN TRADING AS PROGRESS EXCHANGE COMPANY|張銘源 營業名稱 冠升找換行|FLAT/RM C, G/F, MING FUNG BLDG, 150 WAN CHAI ROAD, WAN CHAI, HONG KONG
CHEUNG PIK LIN CAROL TRADING AS EASY TONE TECHNOLOGY|張碧蓮 營業名稱 易通科技|SHOP B2, G/F, ONSHINE COMMERCIAL BUILDING, 10 TUNG SING ROAD, ABERDEEN, HONG KONG
CHEUNG SIN YAN|張倩欣 營業名稱 華南找換店|SHOP 1B, G/F, 2-4 SAN LOK STREET, SHEUNG SHUI, NEW TERRITORIES
CHEUNG SIU YIN TRADING AS TUNG YUEN SOUTH EAST ASIA FOOD COMPANY|張小燕 營業名稱 東源東南亞食品|SHOP 33, G/F, SERENE GARDEN, 77 TSING KING ROAD, TSING YI, NEW TERRITORIES
CHEUNG SUI LUN TRADING AS YUK WAH COMPANY|張瑞麟 營業名稱 昱華公司|FLAT 25, 2/F, MAN KING BLDG, MAN YING ST, YAU MA TEI, KOWLOON
CHEUNG TIT LEUNG TRADING AS GOLD FORWARD|張鐵亮 營業名稱 金駿|G/F, 55A TAI KOK TSUI ROAD, TAI KOK TSUI, KOWLOON
CHEUNG TIT LEUNG TRADING AS GOLD FORWARD|張鐵亮 營業名稱 金駿|SHOP 3A, G/F, 58 IVY STREET, TAI KOK TSUI, KOWLOON
CHEUNG TIT LEUNG TRADING AS GOLD FORWARD|張鐵亮 營業名稱 金駿|SHOP A, G/F, HING WONG MANSION, 85 TAI KOK TSUI ROAD, TAI KOK TSUI, KOWLOON
CHEUNG TUNG YUNG TRADING AS KIM YUET MONEY EXCHANGE|張冬蓉 營業名稱 金悅找換店|FLAT 8, 38/F, SHING YU HOUSE, TIN SHING COURT, YUEN LONG, NEW TERRITORIES
CHEUNG WAI LUN ALLEN TRADING AS HONG KONG SUM LUNG EXCHANGE|張偉倫 營業名稱 香港森瓏找換店|SHOP B, G/F, 24 FOOK HONG STREET, YUEN LONG, NEW TERRITORIES
CHI &#38; PONG EXCHANGE COMPANY LIMITED|智邦找換有限公司|FLAT W, 12/F, CHERRY MANSION, 37A OAK STREET, TAI KOK TSUI, KOWLOON
CHIN CHI LIMITED|展芝有限公司 營業名稱 呂氏人民幣找換店|UNIT 16-A3, 1/F, BLOCK A, FOCAL INDUSTRIAL CENTRE, 21 MAN LOK STREET, HUNG HOM, KOWLOON
CHINA INTERNATIONAL UNITED EXPRESS CO. LIMITED|中國國際聯合速遞有限公司|FLAT 16/F, PUNFET BUILDING, 701 NATHAN ROAD, MONG KOK, KOWLOON
CHINA INVESTMENT FUND INTERNATIONAL CURRENCY EXCHANGE LIMITED|中投國際找換有限公司|UNIT 6602-03, 66/F, INTERNATIONAL COMMERCE CENTRE, 1 AUSTIN ROAD WEST, JORDAN, KOWLOON
CHINA KIMFONE BUSINESS LIMITED|中國金豐商務有限公司|ROOM 1605, 16/F, HO KING COMMERCIAL CENTRE, 2-16 FA YUEN STREET, MONG KOK, KOWLOON
CHINA LINKPLUS CONSULTANTS LIMITED|中聯滙顧問有限公司|UNIT 323B, 3/F, PENINSULA CENTRE, 67 MODY ROAD, TSIM SHA TSUI, KOWLOON
CHINA MOBILE HONG KONG COMPANY LIMITED|中國移動香港有限公司|7-10 OF LEVEL 9 10 OF LEVEL 10,, 12,19&#38;20/F, TOWER 1, KOWLOON COMMERCE CTR, NO 51 KWAI CHEONG RD, KWAI CHUNG, NEW TERRITORIES
CHINA NATION LIMITED TRADING AS CHINA NATION CURRENCY EXCHANGE|國民基業有限公司 營業名稱 國民人民幣找換店|SHOP B2, G/F, BOOMAN BUILDING, 37U JORDAN ROAD, JORDAN, KOWLOON
CHINA NATION LIMITED TRADING AS CHINA NATION CURRENCY EXCHANGE|國民基業有限公司 營業名稱 國民人民幣找換店|SHOP 16, LG/F, DORBOA BUILDING, 9 TSING CHUI PATH, TUEN MUN, NEW TERRITORIES
CHINA-HONG KONG HOME OWNERSHIP COMPANY LIMITED|中港安居置業有限公司|PART OF FLAT/RM E, G/F, 43 FUK WING STREET, SHAM SHUI PO, KOWLOON
CHINAPAY E-PAYMENT SERVICE (HONGKONG) CO., LIMITED|銀聯電子支付服務(香港)有限公司|13/F, CHUN HOI COMM BLDG, 688-690 SHANGHAI STREET, MONG KOK, KOWLOON
CHING KA SHING TRADING AS YING FAT COMPANY|程家聲 營業名稱 盈發公司|G/F, 23 REAR C SAU FU ST., YUEN LONG, NEW TERRITORIES
CHING KWAI CHUN ANGEL TRADING AS KWAI TAT TRADING CO|程桂珍 營業名稱 桂達貿易|SHOP 16, G/F, PENINSULA  CENTRE, 67 MODY ROAD, TSIM SHA TSUI, KOWLOON
CHIU LAI HUNG|趙麗紅 營業名稱 長興匯款找換公司|SHOP 8, G/F, SEVEN SEAS SHOPPING CENTRE, 174 ELECTRIC ROAD, NORTH POINT, HONG KONG
CHIU YIN KUEN TRADING AS SOUTHERN MONEY EXCHANGE CO|趙燕娟 營業名稱 南方人民幣找換行|FLAT 03, 19/F, HUNG FAI BLDG, 2Q-2Z TUNG CHOI ST, MONG KOK, KOWLOON
CHOI HING CHUNG TRADING AS WING FUNG MONEY EXCHANGE COMPANY|蔡慶忠 營業名稱 永丰找換公司|PART OF SHOP 3, G/F, 121A HIP WO STREET, KWUN TONG, KOWLOON
CHOI KEE CURRENCY EXCHANGE (HK) LIMITED|財記外幣兌換(香港)有限公司|SHOP 3A, G/F, MONG KOK BUILDING, 93-99 MONG KOK ROAD, MONG KOK, KOWLOON
CHOI SHU WING ALEX TRADING AS WING CHEUNG JEWELLERY CO.|蔡樹榮 營業名稱 永祥珠寶金行|SHOP A6, G/F, 285 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG
CHOI SUET YU TRADING AS BAO HANG|蔡雪渝 營業名稱 寶亨人民幣找換店|SHOP 4A, G/F, PO YAN BUILDING, 1 HORSE SHOE LANE, KWUN TONG, KOWLOON
CHOI WAI HUNG TRADING AS TOKO INDONESIA|蔡慧雄 營業名稱 印尼食品|SHOP A206, NGAU TAU KOK MARKET, NGAU TAU KOK ROAD, NGAU TAU KOK, KOWLOON
CHOI YIN TING TRADING AS KAREN TRADING COMPANY|蔡彥婷 營業名稱 凱倫貿易公司|SHOP 108, G/F, CHUNG KING MANSIONS, 36-44 NATHAN ROAD, TSIM SHA TSUI, KOWLOON
CHOI YUK KEUNG TRADING AS WING FUNG MALAYSIAN GROCERY|蔡玉強 營業名稱 永豐南洋土產|SHOP 289,290,291, TSUEN WAN MARKET STREET MARKET, TSUEN WAN, NEW TERRITORIES
CHOLIFAH TRADING AS TOKO JOWO ASLI|None|SHOP B20, B/F, JUMBO BLDG, 201 ABERDEEN MAIN RD, ABERDEEN, HONG KONG
CHONG CHOK MUI TRADING AS KA WAN MONEY EXCHANGE SHOP|莊作梅 營業名稱 嘉運兌換店|SHOP 2C, G/F, SAN TSOI STREET, SHEUNG SHUI, NEW TERRITORIES
CHONG SHUN ELECTRICAL TRADING LIMITED|中信電器貿易有限公司|G/F, NO. 44A SAN FAT STREET, SHEUNG SHUI, NEW TERRITORIES
CHONG YIM|庄艷 營業名稱 航天人民幣找換匯款|SHOP 5, LG/F, VICTORY GARDEN, 153 TAI LOONG STREET, KWAI CHUNG, NEW TERRITORIES
CHOW CHI WAH TRADING AS NGAN FUNG MONEY EXCHANGE COMPANY|周志華 營業名稱 銀豐找換公司|ROOM 8, G/F, W668, 680 CASTLE PEAK ROAD, LAI CHI KOK, KOWLOON
CHOW HOK FUNG|周學鋒 營業名稱 盈豐人民幣找換|SHOP A2, G/F, 379 QUEEN&#39;S ROAD CENTRAL, CENTRAL, HONG KONG
CHOW KAM YUK TRADING AS YAN YAN FASHION|周金玉 營業名稱 欣昕時裝|STALL 1MN59, 1/F, ABERDEEN MUNICIPAL SERVICES BUILDING, 203 ABERDEEN MAIN ROAD, ABERDEEN, HONG KONG
CHOW SHEK POON TRADING AS ASIA MONEY CO.|周錫藩 營業名稱 亞洲外幣找換|STALL NO. MN1, 1/F, SHEUNG WAN MARKET, SHEUNG WAN, HONG KONG
CHOW SIU LING LOUISA TRADING AS HUIXIN EXCHANGE COMPANY|周少玲 營業名稱 匯信中港找換行|G/F, 10L BOUNDARY STREET, SHAM SHUI PO, KOWLOON
CHOW YU SUM TRADING AS HARBOUR EXCHANGE|周渝森 營業名稱 港匯找換行|WORKSHOP H1, G/F, HARIBEST INDUSTRIAL BUILDING, 45-47 AU PUI WAN STREET, SHA TIN, NEW TERRITORIES
CHU CHEN MIN TRADING AS TOKO REZEKI INDONESIA|朱健民 營業名稱 天益食品公司|G/F, 1035C CANTON ROAD, MONG KOK, KOWLOON
CHU HARTONO TRADING AS INDO GAUL|朱偉宏|SHOP 102B, 1/F, MEI FOO SUN CHUEN, PHASE 4, LAI CHI KOK, KOWLOON
CHU HOI PING TRADING AS PING KEE CO|朱海平 營業名稱 平記公司|G/F, 17 SUN CHOI STREET, SHEUNG SHUI, NEW TERRITORIES
CHU MO LEUNG TRADING AS HING LOONG COMPANY|朱慕良 營業名稱 興隆公司|SHOP 107, FANLING CENTRE, FANLING, NEW TERRITORIES
CHU PARKSON CHEUK CHAU TRADING AS CHINA &#38; HK RENMINBI EXCHANGE COMPANY|朱卓洲 營業名稱 滙通中港人民幣找換行|SHOP 2, G/F, LOON KEE BUILDING, 267-275 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG
CHU PARKSON CHEUK CHAU TRADING AS CHINA &#38; HK RENMINBI EXCHANGE COMPANY|朱卓洲 營業名稱 滙通中港人民幣找換行|SHOP 5, G/F, 273A SHAU KEI WAN ROAD, SHAU KEI WAN, HONG KONG
CHU WAI KIT TRADING AS TOKO MAWAR|朱偉傑 營業名稱 發成糧油雜貨|FLAT 106, G/F, NAM LOK HOUSE, NAM SHAN ESTATE, SHAM SHUI PO, KOWLOON
CHU WAI KIT TRADING AS TOKO MAWAR|朱偉傑 營業名稱 發成糧油雜貨|FLAT L, G/F, CHAN KEE PLAZA, SHAM TSENG, NEW TERRITORIES
CHU YONGWEI TRADING AS WINTONE EXCHANGE COMPANY|褚永煒 營業名稱 永通找換公司|SHOP C112A, 1/F, KINGSWOOD RICHLY PLAZA, LOCWOOD CRT, KINGSWOOD VILLAS, TIN SHUI WAI, NEW TERRITORIES
CHUCKING INVESTMENTS LIMITED|超記匯財有限公司|SHOP 25B, G/F, SUN HING BLDG, 607 NATHAN ROAD, MONG KOK, KOWLOON
CHUI KWOK ON TRADING AS A POINT MONEY EXCHANGE SHOP|崔國安 營業名稱 一點找換店|UNIT 2, 20/F, RICKY CENTRE, 36 CHONG YIP STREET, KWUN TONG, KOWLOON
CHUI OI LING TRADING AS FORTUNE TRADING COMPANY|徐愛玲 營業名稱 鴻運貿易公司|SHOP 41B1(A), G/F, 15,17,19 SAN FAT ST, SHEUNG SHUI, NEW TERRITORIES
CHUN ONE TRADING LIMITED TRADING AS DOR FORTUNE EXCHANGE|俊一貿易有限公司 營業名稱 多福兌換|SHOP 10, 2/F, OF THE PODIUM CHINA HONG KONG CITY, 33 CANTON ROAD, TSIM SHA TSUI, KOWLOON
CHUN ONE TRADING LIMITED TRADING AS DOR FORTUNE EXCHANGE|俊一貿易有限公司 營業名稱 多福兌換|UNIT 1A, G/F, FOOK HONG INDUSTRIAL BUILDING, 19 SHEUNG YUET ROAD, KOWLOON BAY, KOWLOON
CHUN YICK FINANCE LIMITED|駿億金融有限公司|FLAT 81A2, G/F, NEW MANDARIN PLAZA, 14 SCIENCE MUSEUM ROAD, TSIM SHA TSUI, KOWLOON
CHUNG CHIN HO TRADING AS HANG KO EXCHANGE (REMIT) COMPANY|鍾千賀 營業名稱 恒高找換匯款公司|SHOP A OF A1, G/F, CHEUNG YIN BUILDING, 220-224 CHEUNG SHA WAN ROAD, SHAM SHUI PO, KOWLOON
CHUNG FAT REMINBI EXCHANGE CO.|中發人民幣找換店|SHOP D2, G/F, SHUI SANG LAU, 38 SIU WO STREET, TSUEN WAN, NEW TERRITORIES
CHUNG FAT REMINBI EXCHANGE CO.|中發人民幣找換店|SHOP A4, G/F, FU CHEONG HOUSE, 24-26 TAI WAI ROAD, SHA TIN, NEW TERRITORIES
CHUNG HAI EXCHANGE LIMITED|中海找換有限公司|THE SHOP CLOSE TO THE WALL AT THE ENTRANCE TO THE ALLEY AT LOT WC/B4/21, 1 PAK SHA ROAD, CAUSEWAY BAY, HONG KONG
CHUNG HAI EXCHANGE LIMITED|中海找換有限公司|PARTIAL OF SHOP 5A, G/F, YAU KWONG BUILDING, 418-430 HENNESSY ROAD, WAN CHAI, HONG KONG
CHUNG HAI EXCHANGE LIMITED|中海找換有限公司|STAIRCASE, G/F, INDEPENDENT BLDG, NO.501 NATHAN ROAD, YAU MA TEI, KOWLOON
CHUNG HAI EXCHANGE LIMITED|中海找換有限公司|PORTION (4C) OF SHOP NO.4, G/F, HUNG TAT BUILDING, NO. 55 DUNDAS STREET, MONG KOK, KOWLOON
CHUNG HO HOLDINGS (HK) LIMITED|中浩集團(香港)有限公司|SHOP B3, G/F, HUNG FOOK HOUSE, NO 7 KIK YEUNG RD, YUEN LONG, NEW TERRITORIES
CHUNG HO HOLDINGS (HK) LIMITED|中浩集團(香港)有限公司|SHOP 1, G/F, KOLOUR, 1 KAU YUK ROAD, YUEN LONG, NEW TERRITORIES
CHUNG PAK KA TRADING AS KASCO REMITTANCE &#38; EXCHANGE CO.|鍾柏嘉 營業名稱 嘉裕滙兌公司|UNIT A3, G/F, FOOK CHEONG BUILDING, 63 HOI YUEN ROAD, KWUN TONG, KOWLOON
CHUNG PAK KA TRADING AS KASCO REMITTANCE &#38; EXCHANGE CO.|鍾柏嘉 營業名稱 嘉裕滙兌公司|UNIT 1B, G/F, HUNG TO CENTRE, 94-96 HOW MING STREET, KWUN TONG, KOWLOON
CHUNG SHUN (HONG KONG) FOREIGN EXCHANGE LIMITED|中信(香港)外幣找換有限公司|SHOP NO.G9, G/F, CAUSEWAY BAY PLAZA 2, 463-483 LOCKHART ROAD, CAUSEWAY BAY, HONG KONG
CHUNG SHUN EXCHANGE COMPANY LIMITED|中信找換有限公司|PORTION OF SHOP G23 &#38; G25, G/F, SINCERE HOUSE, 83 ARGYLE STREET, MONG KOK, KOWLOON
CHUNG SHUN EXCHANGE COMPANY LIMITED|中信找換有限公司|SHOP G9, G/F, CAMERON CENTRE, 57-59 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON
CHUNG SHUN EXCHANGE COMPANY LIMITED|中信找換有限公司|FLAT A3, G/F, CONCORD BUILDING, 60-64 SOY STREET, MONG KOK, KOWLOON
CHUNG SHUN EXCHANGE COMPANY LIMITED|中信找換有限公司|SHOP 6, G/F, YAN WO YUET BLDG, NOS. 432-436 HENNESSY ROAD, CAUSEWAY BAY, HONG KONG
CHUNG YUET KWAN DEALAS TRADING AS TOKO INDONESIA|鍾月群 營業名稱 印尼家鄉店|SHOP 33, G/F, MARINA SQUARE EAST WING, SOUTH HORIZONS, AP LEI CHAU, HONG KONG
CHYNGE HONG KONG LIMITED|None|25/F, WORKINGTON TOWER, 78 BONHAM STRAND, SHEUNG WAN, HONG KONG
CINDA (INTERNATIONAL) REMITTANCE LIMITED|信達(國際)匯款有限公司|ROOM 1605, 16/F, 299 QRC, 287-299 QUEEN&#39;S ROAD CENTRAL, SHEUNG WAN, HONG KONG
CINTAK (INTERNATIONAL) REMITTANCE LIMITED|香港鑫達國際匯款有限公司|ROOM 1213, 12/F, WING ON PLAZA, 62 MODY ROAD, TSIM SHA TSUI, KOWLOON
CITI EXPRESS PAYMENT (HK) LIMITED|None|FLAT 312, 3/F, WORLDWIDE PLAZA, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG
CITY FOREIGN EXCHANGE LIMITED|None|SHOP NO.23, 1/F, FU FAI GARDEN PODIUM, 28 ON SHING STREET, SHA TIN, NEW TERRITORIES
CITY FOREIGN EXCHANGE LIMITED|None|SHOP 8, G/F, 88 SQUARE, 88 PO HEUNG STREET, TAI PO MARKET, TAI PO, NEW TERRITORIES
CITY FOREIGN EXCHANGE LIMITED|None|SHOP 1110-1111, 1/F, CAUSEWAY BAY COMMERCIAL BUILDING, 1-5 SUGAR STREET, CAUSEWAY BAY, HONG KONG
CITY FOREIGN EXCHANGE LIMITED|None|SHOP NO. 224, 2/F, WORLDWIDE PLAZA, 19 DES VOEUX ROAD, CENTRAL, HONG KONG
CITY FOREIGN EXCHANGE LIMITED|None|ROOM 3B, G/F, FULL CHEUNG HOUSE, 93 YUEN LONG ON NING ROAD, YUEN LONG, NEW TERRITORIES
CITY FOREIGN EXCHANGE LIMITED|None|FLAT A-B, 13/F, CENTURY HOUSE, 3-4 HANOI ROAD, TSIM SHA TSUI, KOWLOON
CITY FOREIGN EXCHANGE LIMITED|None|SHOP 9, G/F, CHUNG KING MANSION, 36 NATHAN ROAD, TSIM SHA TSUI, KOWLOON
CKW EXCHANGE CO LIMITED|中港滙找換店有限公司|FLAT 7B, G/F, CHEUNG WAH COURT, 471 UN CHAU STREET, CHEUNG SHA WAN, KOWLOON
CLEARWIRE LIMITED|None|UNIT 903, 9/F, DANNIES HSE, 20 LUARD ROAD, WAN CHAI, HONG KONG
CLOUDSOFT INTERNATIONAL TECHNOLOGY CO., LIMITED|雲軟國際科技有限公司|UNIT 12, 12/F, TUEN MUN CENTRAL SQUARE, 22 HOI WING ROAD, TUEN MUN, NEW TERRITORIES
CNPAY GLOBAL COMPANY LIMITED|None|36/F, ENTERPRISE SQUARE TWO, 3 SHEUNG YUET ROAD, KOWLOON BAY, KOWLOON
COM PO MONEY EXCHANGE COMPANY LIMITED|金寶找換有限公司|SHOP NO. 32, G/F, MANSUN HOUSE, NOS.163-173 PORTLAND STREET, MONG KOK, KOWLOON
COM PO MONEY EXCHANGE COMPANY LIMITED|金寶找換有限公司|SHOP UNIT G30, LUK YEUNG GALLERIA, TSUEN WAN, NEW TERRITORIES
COM PO MONEY EXCHANGE COMPANY LIMITED|金寶找換有限公司|G AND MEZZANINE/F, 660 NATHAN ROAD, MONG KOK, KOWLOON
COMMERCIAL FOREIGN EXCHANGE LIMITED|商貿投資有限公司|ROOM 1502, 15/F, BUPA CENTRE, 141 CONNAUGHT ROAD WEST, SAI YING PUN, HONG KONG
COMMERCIAL SERVICES LIMITED|商業策略有限公司|ROOM 701, 7/F, TOWER 2, SILVERCORD, 30 CANTON ROAD, TSIM SHA TSUI, KOWLOON
CONVOY PAYMENTS LIMITED|康宏支付有限公司|39/F, @CONVOY, 169 ELECTRIC ROAD, NORTH POINT, HONG KONG
CRAZY BIRD (HK) LIMITED|飛鳥外幣找換店有限公司|SHOP 135, 1/F, IN&#39;S POINT, 530,534-538 NATHAN ROAD, YAU MA TEI, KOWLOON
CREATIVE CHINA HOLIDAY TOUR LIMITED|港旅國際旅遊有限公司|UNIT 215, 2/F, NEW EAST OCEAN CENTRE, NO.9 SCIENCE MUSEUM ROAD, TSIM SHA TSUI, KOWLOON
CREDIT BLAUSTEIN LIMITED|None|SUITE 2207, 22/F, TOWER 2, LIPPO CENTRE, 89 QUEENSWAY, ADMIRALTY, HONG KONG
CURFEX (HK) LIMITED|None|PO2, 2/F, 40 BONHAM STRAND, SHEUNG WAN, HONG KONG
CURRENCY UNION (INTERNATIONAL) REMITTANCE LIMITED|可諾西聯(國際)匯款有限公司|UNIT 310, 3/F, HOUSTON CENTRE, 63 MODY ROAD, TSIM SHA TSUI, KOWLOON
CURRENCYFAIR LIMITED|None|4/F, THREE PACIFIC PLACE, 1 QUEEN&#39;S ROAD EAST, ADMIRALTY, HONG KONG
CURRENXIE LIMITED|None|UNIT 903, TOWER A, MANULIFE FINANCIAL CENTRE, 223-231 WAI YIP STREET, KWUN TONG, KOWLOON
CZARINA REMITTANCE COMPANY LIMITED|None|SHOP 76A, G/F, BLOCK 7-14, CITY GARDEN, 233 ELECTRIC ROAD, NORTH POINT, HONG KONG
CZARINA REMITTANCE COMPANY LIMITED|None|SHOP 231, LIK SANG PLAZA, 269 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES
CZARINA REMITTANCE COMPANY LIMITED|None|SHOP 21, G/F, SEVEN SEAS SHOPPING CENTER, 121 KING&#39;S ROAD, NORTH POINT, HONG KONG
CZARINA REMITTANCE COMPANY LIMITED|None|SHOP 163 &#38; 166, 1/F, WORLDWIDE HOUSE, 19 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG
DAI TONG REMITTANCE AND MONEY EXCHANGE LIMITED|大通匯款找換有限公司|FLAT 8, G/F, CAUSEWAY CTR, 28 HARBOUR RD, WAN CHAI, HONG KONG
DAI TONG REMITTANCE AND MONEY EXCHANGE LIMITED|大通匯款找換有限公司|ROOM A3, G/F, ETON BUILDING, 288 DES VOEUX ROAD CENTRAL, SHEUNG WAN, HONG KONG
DAMARU HENI TRADING AS TOKO JAKARTA|None|SHOP 41, G/F, MING TAK SHOPPING CENTRE, MING TAK ESTATE, TSEUNG KWAN O, NEW TERRITORIES
DANIEL TRADING LIMITED|None|ROOM 5, 12/F, BLOCK D, CHUNGKING MANSION, 36-44 NATHAN ROAD, TSIM SHA TSUI, KOWLOON
DATANIUM TECHNOLOGY LIMITED|元通科技有限公司|9/F, AMTEL BUILDING, 144-148 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG
