govid|english_name|email
139|Top Maids Employment Agency|topmaids@netvigator.com

150|KA WO CONSULTANTS LIMITED|domestic@netvigator.com
328|Home De Fairy Consultants Limited|domestic@netvigator.com
61|D.D. Domestic Services|domestic@netvigator.com

180|Good Link Consultants|igoodlink@igoodlink.com
181|Good Link Consultants|igoodlink@igoodlink.com

181|Good Link Consultants|igoodlink@igoodlink.com
180|Good Link Consultants|igoodlink@igoodlink.com

199|Mrs. MA's Employment Services|masma@netvigator.com
198|Mrs. MA's Employment Services|masma@netvigator.com
277|Romy Employment Services|masma@netvigator.com

244|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk
245|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk

260|K&P; Employment Agency|kdagencykaren@gmail.com
261|K&P; Employment Agency|kdagencykaren@gmail.com

261|K&P; Employment Agency|kdagencykaren@gmail.com
260|K&P; Employment Agency|kdagencykaren@gmail.com

313|C. & K. ENTERPRISES COMPANY LIMITED|ckpe@biznetvigator.com
534|Pawer Express International Company Limited|ckpe@biznetvigator.com

341|Pak On (Hong Kong) Company Limited|pakon_hk@yahoo.com.hk
743|Royalcorp Employment Agency Limited|pakon_hk@yahoo.com.hk

389|Jedegal Consultants Co.|info@jedegalcc.com
390|Jedegal Consultants Co.|info@jedegalcc.com

424|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
423|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
425|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
426|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

438|Get Maid Agency|info@gma.hk
439|Get Maid Agency|info@gma.hk
440|Get Maid Agency|info@gma.hk

457|Ming Tak Services Company|mingtak.kiki@yahoo.com
456|Ming Tak Services Company|mingtak.kiki@yahoo.com

533|Brilliant Employment Consultant|brilliant_stevencho@yahoo.com.hk
489|Bright Essence International Limited|brilliant_stevencho@yahoo.com.hk

550|Kai Sing Employment Agency|knhagency@gmail.com
1415|K & H Employment Agency|knhagency@gmail.com

598|Arrow Employment Services|info@arrowes.hk
597|Arrow Employment Services|info@arrowes.hk

692|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com
695|STAR CARE EMPLOYMENT AGENCY|edmond@starcarehk.com

713|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk
712|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk

743|Royalcorp Employment Agency Limited|pakon_hk@yahoo.com.hk
341|Pak On (Hong Kong) Company Limited|pakon_hk@yahoo.com.hk

1186|JL Employment Centre|jlemployment@outlook.com
1187|JL Employment Centre|jlemployment@outlook.com

1196|CB Consultants|cb@netvigator.com
1589|TEH WONG MANPOWER|cb@netvigator.com

1241|LI WING EMPLOYMENT CENTRE|liwing2903@gmail.com
1436|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|liwing2903@gmail.com

1285|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
1280|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

1375|Bandung Enterprises|info@bandung.com.hk
1373|Bandung Enterprises|info@bandung.com.hk
1376|Bandung Enterprises|info@bandung.com.hk

1376|Bandung Enterprises|info@bandung.com.hk
1373|Bandung Enterprises|info@bandung.com.hk
1375|Bandung Enterprises|info@bandung.com.hk

1415|K & H Employment Agency|knhagency@gmail.com
550|Kai Sing Employment Agency|knhagency@gmail.com

1451|WELL SHINE CO.|jc.wellshine@gmail.com
1452|WELL SHINE CO.|jc.wellshine@gmail.com

1452|WELL SHINE CO.|jc.wellshine@gmail.com
1451|WELL SHINE CO.|jc.wellshine@gmail.com

1589|TEH WONG MANPOWER|cb@netvigator.com
1196|CB Consultants|cb@netvigator.com

1679|Best of Best (BOB) Employment Centre|admin@shingyan.com
1680|Best of Best (BOB) Employment Centre|admin@shingyan.com

2281|HONEST HUMAN RESOURCES CENTRE|honesthrmike@gmail.com
2282|HONEST HUMAN RESOURCES CENTRE|honesthrmike@gmail.com

2301|SINCERE COMPANY|service@sia-sincere.com.hk
2300|SINCERE COMPANY|service@sia-sincere.com.hk
2302|SINCERE COMPANY|service@sia-sincere.com.hk
2303|SINCERE COMPANY|service@sia-sincere.com.hk

2337|EMSON EMPLOYMENT AGENCY|daniel@mysweethome.hk
2928|MY SWEET HOME EMPLOYMENT AGENCY|daniel@mysweethome.hk

2359|PEACEFUL COMPANY|susy_tsw@yahoo.com
2360|PEACEFUL COMPANY|susy_tsw@yahoo.com

2550|Grand Bee Trade Plus|admin@ky-ge.com.hk
2013|Grand Excellent Intercontinental Recruitment Agency|admin@ky-ge.com.hk

2561|WESTLAKE MANPOWER RESOURCES CO.|admin@helpersmarket.hk
2586|Helpers Market International Recruitment Limited|admin@helpersmarket.hk

2619|BTI COURIER EXPRESS|superchuiki@hotmail.com
3011|Merci Employment Agency Limited|superchuiki@hotmail.com

2703|TOP QUALITY EMPLOYMENT AGENCY COMPANY|topquality168@gmail.com
2702|TOP QUALITY EMPLOYMENT AGENCY COMPANY|topquality168@gmail.com

408|Tai Ping Employment Agency|taipinghmt@gmail.com
1203|J & P Employment Agency|taipinghmt@gmail.com

1203|J & P Employment Agency|taipinghmt@gmail.com
408|Tai Ping Employment Agency|taipinghmt@gmail.com

272|Sumber Makmur Trading Co.|evashum@homecareagency.com.hk
1653|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
1654|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk

1653|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
1654|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
272|Sumber Makmur Trading Co.|evashum@homecareagency.com.hk

2042|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk
2041|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk

