govid|english_name|email
177|Good Link Consultants|igoodlink@igoodlink.com

177|Good Link Consultants|igoodlink@igoodlink.com
176|Good Link Consultants|igoodlink@igoodlink.com

195|Mrs. MA's Employment Services|masma@netvigator.com
194|Mrs. MA's Employment Services|masma@netvigator.com
273|Romy Employment Services|masma@netvigator.com

240|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk
241|Right Choice Overseas Employment Centre Limited|info@rightchoice.hk

256|K&P; Employment Agency|kdagencykaren@gmail.com
257|K&P; Employment Agency|kdagencykaren@gmail.com

257|K&P; Employment Agency|kdagencykaren@gmail.com
256|K&P; Employment Agency|kdagencykaren@gmail.com

309|C. & K. ENTERPRISES COMPANY LIMITED|ckpe@biznetvigator.com
529|Pawer Express International Company Limited|ckpe@biznetvigator.com

337|Pak On (Hong Kong) Company Limited|pakon_hk@yahoo.com.hk
735|Royalcorp Employment Agency Limited|pakon_hk@yahoo.com.hk

385|Jedegal Consultants Co.|info@jedegalcc.com
386|Jedegal Consultants Co.|info@jedegalcc.com

420|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
416|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
417|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
418|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
419|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
421|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk
422|LEADER EMPLOYMENT COMPANY LIMITED|info@leaderemployment.com.hk

434|Get Maid Agency|info@gma.hk
435|Get Maid Agency|info@gma.hk
436|Get Maid Agency|info@gma.hk

452|Ming Tak Services Company|mingtak.kiki@yahoo.com
451|Ming Tak Services Company|mingtak.kiki@yahoo.com

528|Brilliant Employment Consultant|brilliant_stevencho@yahoo.com.hk
484|Bright Essence International Limited|brilliant_stevencho@yahoo.com.hk

545|Kai Sing Employment Agency|knhagency@gmail.com
1398|K & H Employment Agency|knhagency@gmail.com

705|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk
704|BIR EMPLOYMENT AGENCY LIMITED|info@bir.com.hk

735|Royalcorp Employment Agency Limited|pakon_hk@yahoo.com.hk
337|Pak On (Hong Kong) Company Limited|pakon_hk@yahoo.com.hk

835|YING'S EMPLOYMENT SERVICES COMPANY|chowjoan208@yahoo.com.hk
2601|FARDIANSYAH INTERNATIONAL LIMITED|chowjoan208@yahoo.com.hk

1176|JL Employment Centre|jlemployment@outlook.com
1177|JL Employment Centre|jlemployment@outlook.com

1186|CB Consultants|cb@netvigator.com
1568|TEH WONG MANPOWER|cb@netvigator.com

1228|LI WING EMPLOYMENT CENTRE|liwing2903@gmail.com
1419|NAULI EMPLOYMENT AGENCY COMPANY LIMITED|liwing2903@gmail.com

1272|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com
1267|FESDI EMPLOYMENT CENTRE|tnh8888@yahoo.com

1361|Bandung Enterprises|info@bandung.com.hk
1359|Bandung Enterprises|info@bandung.com.hk
1362|Bandung Enterprises|info@bandung.com.hk

1362|Bandung Enterprises|info@bandung.com.hk
1359|Bandung Enterprises|info@bandung.com.hk
1361|Bandung Enterprises|info@bandung.com.hk

1398|K & H Employment Agency|knhagency@gmail.com
545|Kai Sing Employment Agency|knhagency@gmail.com

1434|WELL SHINE CO.|jc.wellshine@gmail.com
1435|WELL SHINE CO.|jc.wellshine@gmail.com

1435|WELL SHINE CO.|jc.wellshine@gmail.com
1434|WELL SHINE CO.|jc.wellshine@gmail.com

1568|TEH WONG MANPOWER|cb@netvigator.com
1186|CB Consultants|cb@netvigator.com

1657|Best of Best (BOB) Employment Centre|admin@shingyan.com
1658|Best of Best (BOB) Employment Centre|admin@shingyan.com

2239|HONEST HUMAN RESOURCES CENTRE|honesthrmike@gmail.com
2240|HONEST HUMAN RESOURCES CENTRE|honesthrmike@gmail.com

2259|SINCERE COMPANY|service@sia-sincere.com.hk
2258|SINCERE COMPANY|service@sia-sincere.com.hk
2260|SINCERE COMPANY|service@sia-sincere.com.hk
2261|SINCERE COMPANY|service@sia-sincere.com.hk

2293|EMSON EMPLOYMENT AGENCY|daniel@mysweethome.hk
2874|MY SWEET HOME EMPLOYMENT AGENCY|daniel@mysweethome.hk

2315|PEACEFUL COMPANY|susy_tsw@yahoo.com
2316|PEACEFUL COMPANY|susy_tsw@yahoo.com

2506|Grand Bee Trade Plus|admin@ky-ge.com.hk
1980|Grand Excellent Intercontinental Recruitment Agency|admin@ky-ge.com.hk

2517|WESTLAKE MANPOWER RESOURCES CO.|admin@helpersmarket.hk
2542|Helpers Market International Recruitment Limited|admin@helpersmarket.hk

2568|BTI COURIER EXPRESS|superchuiki@hotmail.com
2957|Merci Employment Agency Limited|superchuiki@hotmail.com

2601|FARDIANSYAH INTERNATIONAL LIMITED|chowjoan208@yahoo.com.hk
835|YING'S EMPLOYMENT SERVICES COMPANY|chowjoan208@yahoo.com.hk

2649|TOP QUALITY EMPLOYMENT AGENCY COMPANY|topquality168@gmail.com
2648|TOP QUALITY EMPLOYMENT AGENCY COMPANY|topquality168@gmail.com

3036|PHILMAID SERVICE COMPANY|admin@philmaid.com
2889|Good Hands Employment Agency|admin@philmaid.com

404|Tai Ping Employment Agency|taipinghmt@gmail.com
1193|J & P Employment Agency|taipinghmt@gmail.com

1193|J & P Employment Agency|taipinghmt@gmail.com
404|Tai Ping Employment Agency|taipinghmt@gmail.com

268|Sumber Makmur Trading Co.|evashum@homecareagency.com.hk
1632|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
1633|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk

1632|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
1633|HOME CARE EMPLOYMENT AGENCY LIMITED|evashum@homecareagency.com.hk
268|Sumber Makmur Trading Co.|evashum@homecareagency.com.hk

2009|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk
2008|GET ON EMPLOYMENT AGENCY|geton1@get-on.com.hk

